Identifiant,Ancien_nom_officiel,Identifiant_du_nom_officiel,Nom_officiel,Type_entite,Latitude,Longitude,Feuillet_cartographique,Code_geographique,Municipalite,Designation,Date_decision,IDE,Origine_linguistique,Partie_specifique,Partie_generique,Sexe
106222,"Bangall, Lac",106221,"Bagnoles, Lac des",Lac,45.996944,-75.826110,31G13,83020,Lac-Sainte-Marie,Municipalité,1981-09-03,01f01990bf9e11d892e2080020a0f4c9,Anglais,Bangall,Lac,
105322,"Marte, Rivière à la",106311,"Martre, Rivière à la",Rivière,49.205000,-66.166943,22G01,04030,La Martre,Municipalité,1981-05-07,043aa627bf9e11d892e2080020a0f4c9,Français,Marte,Rivière à la,
106638,"Dion, Lac",106637,"Dixon, Lac",Lac,46.359722,-78.518054,31L07,85907,Les Lacs-du-Témiscamingue,Territoire non organisé,1981-09-03,9a430179bf9e11d892e2080020a0f4c9,Français,Dion,Lac,
106640,"McLaurin, Lac",106639,"McLaurin, Baie",Lac,45.489166,-75.575277,31G05,81017,Gatineau,Ville,1981-11-05,9a54187abf9e11d892e2080020a0f4c9,Anglais,McLaurin,Lac,
106642,"Sainte-Rose-de-Lima",106643,"Sainte-Rose",Secteur résidentiel,45.498055,-75.608611,31G05,81017,Gatineau,Ville,1981-11-05,9a7227ccbf9e11d892e2080020a0f4c9,Français,Sainte-Rose-de-Lima,,
106650,"Saint-Joseph-des-Monts, Lac",106649,"Spectacles, Lac des",Lac,45.612222,-75.706111,31G12,82020,Cantley,Municipalité,1981-11-05,9abf3662bf9e11d892e2080020a0f4c9,Français,Saint-Joseph-des-Monts,Lac,
106652,"Bourgogne, Lac",106651,"Brazeau, Lac à",Lac,45.724166,-75.526388,31G12,80087,Notre-Dame-de-la-Salette,Municipalité,1981-11-05,9ace9fb3bf9e11d892e2080020a0f4c9,Français,Bourgogne,Lac,
106662,"Mélanie, Ruisseau",106661,"Perron, Ruisseau à",Ruisseau,45.697221,-75.715000,31G12,82015,Val-des-Monts,Municipalité,1981-11-05,9b42702cbf9e11d892e2080020a0f4c9,Français,Mélanie,Ruisseau,
106667,"Colwell, Pointe",106668,"Caldwell, Pointe",Pointe,45.717499,-75.711388,31G12,82015,Val-des-Monts,Municipalité,1981-11-05,9b600a4fbf9e11d892e2080020a0f4c9,Anglais,Colwell,Pointe,
106671,"Benoît, Lac",106670,"Star, Lac",Lac,45.734721,-75.688610,31G12,82015,Val-des-Monts,Municipalité,1981-11-05,9b70d331bf9e11d892e2080020a0f4c9,Français,Benoît,Lac,
106677,"Fougère, Ruisseau",106678,"Donaldson, Ruisseau du",Ruisseau,45.586388,-75.614444,31G12,82015,Val-des-Monts,Municipalité,1981-11-05,9b9e99f6bf9e11d892e2080020a0f4c9,Français,Fougère,Ruisseau,
106679,"Slide, Lac",194691,"Fauteux, Lac",Lac,45.604722,-75.626388,31G12,82015,Val-des-Monts,Municipalité,1981-11-05,9ba7c1b7bf9e11d892e2080020a0f4c9,Anglais,Slide,Lac,
106680,"Hynes, Lac à",194691,"Fauteux, Lac",Lac,45.604702,-75.626532,31G12,82015,Val-des-Monts,Municipalité,2024-06-06,9ba7c1b7bf9e11d892e2080020a0f4c9,Anglais,Hynes,Lac à,H
106873,"Laurin, Baie de",106874,"Martin, Baie",Baie,45.650277,-75.673610,31G12,82015,Val-des-Monts,Municipalité,2000-11-09,9c7a540fbf9e11d892e2080020a0f4c9,Français,Laurin,Baie de,
106876,"Gouinville, Baie",106875,"Gunville, Baie",Baie,45.639999,-75.668054,31G12,82015,Val-des-Monts,Municipalité,1981-11-05,9c80e3c0bf9e11d892e2080020a0f4c9,Français,Gouinville,Baie,
106881,"Pélissier, Petit lac à",455802,"Pelissier, Petit lac à",Étang,45.662338,-75.705769,31G12,82015,Val-des-Monts,Municipalité,2024-06-06,9ca079b4bf9e11d892e2080020a0f4c9,Français,Pélissier,Petit lac à,H
106894,"Devillas, Lac",106893,"Castor, Lac du",Lac,45.659166,-75.627499,31G12,82015,Val-des-Monts,Municipalité,1981-11-05,9cf0bc9ebf9e11d892e2080020a0f4c9,Français,Devillas,Lac,
106896,"Trinité, Lac de la",106895,"Truite Maigre, Lac de la",Lac,45.663888,-75.627777,31G12,82015,Val-des-Monts,Municipalité,1981-11-05,9cf79a6fbf9e11d892e2080020a0f4c9,Français,Trinité,Lac de la,
106869,"Beausadet, Lac",106901,"Épinettes, Lac des",Lac,45.680832,-75.593333,31G12,82015,Val-des-Monts,Municipalité,1981-11-05,9d1b9d34bf9e11d892e2080020a0f4c9,Inconnu,Beausadet,Lac,
106931,"Cèdres, Lac aux",106914,"Loutre, Lac de la",Lac,45.737499,-75.671110,31G12,82015,Val-des-Monts,Municipalité,1981-11-05,9d7c59e1bf9e11d892e2080020a0f4c9,Français,Cèdres,Lac aux,
106921,"Hardwood, Lac",106920,"Bois Franc, Lac du",Lac,45.650000,-75.559166,31G12,82015,Val-des-Monts,Municipalité,1981-11-05,9da083b6bf9e11d892e2080020a0f4c9,Anglais,Hardwood,Lac,
106982,"Printemps, Lac du",106923,"Sources, Lac des",Lac,45.590555,-75.920832,31G12,82025,Chelsea,Municipalité,1981-11-05,9da7fdc7bf9e11d892e2080020a0f4c9,Français,Printemps,Lac du,
106928,"Mud, Lac",106927,"Boue, Lac de la",Lac,45.651666,-75.797499,31G12,82015,Val-des-Monts,Municipalité,1981-11-05,9dbc973abf9e11d892e2080020a0f4c9,Anglais,Mud,Lac,
106934,"François, Lac",106933,"Truite, Lac à la",Lac,45.695555,-75.788610,31G12,82015,Val-des-Monts,Municipalité,1981-11-05,9ddaa68ebf9e11d892e2080020a0f4c9,Français,François,Lac,
106936,"Jacinte, Lac",106935,"Truite, Petit lac de la",Lac,45.698333,-75.793055,31G12,82015,Val-des-Monts,Municipalité,1981-11-05,9de1ab6fbf9e11d892e2080020a0f4c9,Français,Jacinte,Lac,
106938,"Latrémouille, Lac",106937,"Bout à Bout, Lac",Lac,45.707500,-75.806666,31G12,82015,Val-des-Monts,Municipalité,1981-11-05,9de92580bf9e11d892e2080020a0f4c9,Français,Latrémouille,Lac,
106941,"Grandin, Lac",106940,"Grondin, Lac",Lac,45.702222,-75.763055,31G12,82015,Val-des-Monts,Municipalité,1981-11-05,9df77d62bf9e11d892e2080020a0f4c9,Français,Grandin,Lac,
106945,"Lucerne, Lac",106944,"Écluse, Lac de l'",Lac,45.730393,-75.779368,31G12,82015,Val-des-Monts,Municipalité,1981-11-05,9e0ba1a5bf9e11d892e2080020a0f4c9,Français,Lucerne,Lac,
106947,"Albert-le-Grand, Lac",106946,"Edwards, Lac",Lac,45.728332,-75.824166,31G12,82035,La Pêche,Municipalité,1981-11-05,9e131bb6bf9e11d892e2080020a0f4c9,Français,Albert-le-Grand,Lac,
106955,"Lecomte, Lac",106950,"Île, Lac à l'",Lac,45.669999,-75.861111,31G12,82035,La Pêche,Municipalité,1981-11-05,9e282a59bf9e11d892e2080020a0f4c9,Français,Lecomte,Lac,
106996,"The Cedars",106995,"Les Cèdres",Secteur,45.402500,-75.866388,31G05,81017,Gatineau,Ville,1981-11-05,9f1d11cbbf9e11d892e2080020a0f4c9,Anglais,The Cedars,,
107002,"Glenwood-Domaine",107001,"Domaine-Glenwood",Secteur résidentiel,45.389721,-75.826388,31G05,81017,Gatineau,Ville,1981-11-05,9f39736fbf9e11d892e2080020a0f4c9,Anglais,Glenwood-Domaine,,
107004,"Connaught Gardens",107003,"Parc-Connaught",Secteur résidentiel,45.391388,-75.822499,31G05,81017,Gatineau,Ville,1981-11-05,9f4162b0bf9e11d892e2080020a0f4c9,Anglais,Connaught Gardens,,
107006,"Champlain-Park",107005,"Parc-Champlain",Secteur résidentiel,45.420277,-75.791944,31G05,81017,Gatineau,Ville,1981-11-05,9f47a441bf9e11d892e2080020a0f4c9,Français,Champlain-Park,,
107009,"Gauthier, Lac",107008,"Wadsworth, Lac",Lac,45.559166,-75.989444,31G12,82030,Pontiac,Municipalité,1981-11-05,9f55d513bf9e11d892e2080020a0f4c9,Français,Gauthier,Lac,
107029,"Lac, Ruisseau du",107028,"Lac Leamy, Décharge du",Ruisseau,45.449121,-75.701880,31G05,81017,Gatineau,Ville,1981-11-05,9fd69de5bf9e11d892e2080020a0f4c9,Français,Lac,Ruisseau du,
2417,"Atim, Rivière",107092,"Atimw, Rivière",Rivière,47.631802,-74.133066,31O09,90012,La Tuque,Ville,1981-03-05,bd026bcbbf9e11d892e2080020a0f4c9,Attikamek,Atim,Rivière,
107107,"Tire, Baie de",107102,"Tire, Lac",Baie,46.341110,-74.237777,31J08,62060,Saint-Donat,Municipalité,1980-08-28,bd2bc5bebf9e11d892e2080020a0f4c9,Français,Tire,Baie de,
107110,"Cinq, Lac du",107109,"Dufour, Lac",Lac,46.129166,-74.634166,31J02,78102,Mont-Tremblant,Ville,1981-02-05,bd353b9fbf9e11d892e2080020a0f4c9,Français,Cinq,Lac du,
107112,"Brière, Lac",107111,"Fortier, Lac",Lac,46.108055,-74.641388,31J02,78102,Mont-Tremblant,Ville,1981-02-05,bd3ba440bf9e11d892e2080020a0f4c9,Français,Brière,Lac,
107114,"Poissons Blancs, Lac aux",107113,"Daniel, Lac",Lac,46.289494,-73.613872,31I05,62070,Sainte-Émélie-de-l'Énergie,Municipalité,1981-02-05,bd42d031bf9e11d892e2080020a0f4c9,Français,Poissons Blancs,Lac aux,
107179,"Sud-Ouest, Baie du",107178,"Ouest, Baie de l'",Baie,47.341666,-78.289166,31M08,85907,Les Lacs-du-Témiscamingue,Territoire non organisé,1981-11-05,bec10bf1bf9e11d892e2080020a0f4c9,Français,Sud-Ouest,Baie du,
107418,"Burnett, Lac",107194,"Brunet, Lac",Lac,48.473971,-78.719313,32D07,86042,Rouyn-Noranda,Ville,1981-09-03,bee276a6bf9e11d892e2080020a0f4c9,Anglais,Burnett,Lac,
107188,"March, Lac",107230,"Mars, Lac",Lac,47.443202,-78.115736,31M08,85907,Les Lacs-du-Témiscamingue,Territoire non organisé,1994-06-03,bfc9a277bf9e11d892e2080020a0f4c9,Anglais,March,Lac,
107260,"Trenzet, Ruisseau",107259,"Paquet, Crique",Ruisseau,48.453586,-78.077879,32D08,88040,Saint-Marc-de-Figuery,Municipalité de paroisse,1981-09-03,c0897023bf9e11d892e2080020a0f4c9,Français,Trenzet,Ruisseau,
107366,"Cascades, Les",107365,"Burns, Rapides",Rapides,48.443869,-78.579357,32D07,88090,Preissac,Municipalité,1981-09-03,e0b5850bbf9e11d892e2080020a0f4c9,Français,Cascades,Les,
107381,"Savard, Lac",107380,"Hervé, Lac",Lac,48.333591,-78.867388,32D07,86042,Rouyn-Noranda,Ville,1981-09-03,e1188ca9bf9e11d892e2080020a0f4c9,Français,Savard,Lac,
107393,"Black, Ruisseau",107392,"Noir, Ruisseau",Ruisseau,48.570118,-78.677207,32D10,86042,Rouyn-Noranda,Ville,1981-09-03,e16a7d44bf9e11d892e2080020a0f4c9,Anglais,Black,Ruisseau,
107455,"Héré, Ruisseau",107454,"Marlon, Ruisseau",Ruisseau,48.285608,-79.027718,32D06,86042,Rouyn-Noranda,Ville,1981-09-03,e2d509f5bf9e11d892e2080020a0f4c9,Français,Héré,Ruisseau,
107457,"Héré, Lac",107456,"Marlon, Lac",Lac,48.265000,-79.064166,32D06,86042,Rouyn-Noranda,Ville,1981-09-03,e2db7296bf9e11d892e2080020a0f4c9,Français,Héré,Lac,
107461,"Failly, Ruisseau",107460,"Clair, Ruisseau",Ruisseau,48.505708,-78.295627,32D09,88085,Sainte-Gertrude-Manneville,Municipalité,1981-11-05,e2f0a849bf9e11d892e2080020a0f4c9,Français,Failly,Ruisseau,
107580,"Béarn, Lac",107579,"Bernard, Lac",Lac,48.724443,-78.052777,32D09,88065,Saint-Dominique-du-Rosaire,Municipalité,1981-11-05,028efc2ebf9f11d892e2080020a0f4c9,Français,Béarn,Lac,
107649,"Bobineau, Île à",107650,"Babineau, Île à",Île,48.806452,-78.972693,32D15,87058,Macamic,Ville,1982-02-04,84b74c71bf9f11d892e2080020a0f4c9,Français,Bobineau,Île à,
107685,"Flavrian, Baie",107684,"Mouilleuse, Baie de la",Baie,48.435702,-79.278382,32D06,87902,Lac-Duparquet,Territoire non organisé,1982-02-04,89e8f333bf9f11d892e2080020a0f4c9,Français,Flavrian,Baie,
107737,"La Sarre, Lac",107736,"Mance, Lac",Lac,48.792913,-79.278363,32D14,87090,La Sarre,Ville,1982-02-04,90210d84bf9f11d892e2080020a0f4c9,Français,La Sarre,Lac,
107788,"Brûlé, Rivière du",107787,"Brûlée, Rivière",Rivière,46.446110,-72.500833,31I07,37230,Saint-Maurice,Municipalité de paroisse,1980-02-28,8991bf9ebfac11d892e2080020a0f4c9,Français,Brûlé,Rivière du,
107789,"Domaine-des-Érables",107790,"Domaine-Boisclair",Centre de villégiature,46.476666,-72.733610,31I07,37235,Notre-Dame-du-Mont-Carmel,Municipalité de paroisse,1980-02-28,89984f4fbfac11d892e2080020a0f4c9,Français,Domaine-des-Érables,,
107798,"O'Connor, Marais à",107800,"Saint-Louis-de-France, Plé de",Milieu humide,46.420554,-72.630277,31I07,37067,Trois-Rivières,Ville,1980-02-28,89d187c8bfac11d892e2080020a0f4c9,Anglais,O'Connor,Marais à,
107809,"Côte Croche, Ruisseau de la",107824,"Paquet, Ruisseau",Ruisseau,46.431388,-72.726110,31I07,51090,Saint-Étienne-des-Grès,Municipalité de paroisse,1980-02-28,8a60816fbfac11d892e2080020a0f4c9,Français,Côte Croche,Ruisseau de la,
107847,"Fonds, Ruisseau des",107846,"Gélinas-Vincent, Ruisseau",Ruisseau,46.431388,-72.879166,31I07,51025,Saint-Barnabé,Municipalité de paroisse,1980-02-28,8ae34614bfac11d892e2080020a0f4c9,Français,Fonds,Ruisseau des,
107851,"Desaulniers-Houde, Ruisseau",459587,"Desaulniers-Houle, Cours d'eau",Ruisseau,46.285299,-72.745099,31I07,51020,Yamachiche,Municipalité,2025-03-13,8afb3ae8bfac11d892e2080020a0f4c9,Français,Desaulniers-Houde,Ruisseau,H
107930,"Rossignol, Île",107929,"Petit, Île à",Île,47.009166,-71.178610,21M03,22045,Sainte-Brigitte-de-Laval,Ville,1982-02-04,8cf29e5fbfac11d892e2080020a0f4c9,Français,Rossignol,Île,
108011,"Nanewesitanagan Onigam",108007,"Nanewesitanagan, Portage",Portage,49.096944,-78.892777,32E02,99060,Eeyou Istchee Baie-James,Gouvernement régional,1981-04-02,8e12174cbfac11d892e2080020a0f4c9,Algonquin,Nanewesitanagan Onigam,,NA
108008,"Madawasatagan Onigam",108010,"Madawasatagan, Portage",Portage,49.112222,-78.880554,32E02,99060,Eeyou Istchee Baie-James,Gouvernement régional,1981-04-02,aa4d438ebfac11d892e2080020a0f4c9,Algonquin,Madawasatagan Onigam,,
103656,"Leblanc, Cours d'eau",108265,"Louis-Larouche, Ruisseau",Ruisseau,45.829166,-75.005833,31G14,80020,Notre-Dame-de-la-Paix,Municipalité,1981-07-09,ae9fae18bfac11d892e2080020a0f4c9,Français,Leblanc,Cours d'eau,
108270,"Natashwuan, Petite rivière",108269,"Natashquan, Petite rivière",Rivière,50.186666,-61.826666,12K04,98025,Natashquan,Municipalité,1982-02-04,aeac0a2abfac11d892e2080020a0f4c9,Français,Natashwuan,Petite rivière,
244197,"Claude, Lac",108389,"Kamiltaukas, Lac",Lac,49.620832,-68.938055,22F10,96902,Rivière-aux-Outardes,Territoire non organisé,2000-01-20,b010ca81bfac11d892e2080020a0f4c9,Français,Claude,Lac,
359032,"Aggravation, Lac",108389,"Kamiltaukas, Lac",Lac,49.620832,-68.938055,22F10,96902,Rivière-aux-Outardes,Territoire non organisé,2000-01-20,b010ca81bfac11d892e2080020a0f4c9,Français,Aggravation,Lac,
108571,"Narcisse, Lac",108570,"Charest, Lac",Lac,46.831110,-72.325277,31I16,35005,Notre-Dame-de-Montauban,Municipalité,1982-02-04,d0dcf037bfac11d892e2080020a0f4c9,Français,Narcisse,Lac,
108608,"Raquette, Lac",108609,"Paquet, Lac",Lac,46.767221,-72.658333,31I15,35040,Grandes-Piles,Municipalité de village,1982-03-04,d1c9e86cbfac11d892e2080020a0f4c9,Français,Raquette,Lac,
108610,"Talais, Lac",108611,"Îles, Lac des",Lac,46.756388,-72.722777,31I15,35040,Grandes-Piles,Municipalité de village,1982-03-04,d1d0781dbfac11d892e2080020a0f4c9,Français,Talais,Lac,
108613,"Façon, Lac",108614,"Mousse, Lac à la",Lac,46.785555,-72.654166,31I15,35040,Grandes-Piles,Municipalité de village,1982-03-04,d1def70fbfac11d892e2080020a0f4c9,Français,Façon,Lac,
108615,"Bonheur, Lac",108616,"Truite, Lac à la",Lac,46.794166,-72.651388,31I15,35040,Grandes-Piles,Municipalité de village,1982-03-04,d1e4ea80bfac11d892e2080020a0f4c9,Français,Bonheur,Lac,
108619,"Silhouette, Lac",108618,"Kiolet, Lac",Lac,46.763888,-72.629999,31I15,35040,Grandes-Piles,Municipalité de village,1982-03-04,d1f209e2bfac11d892e2080020a0f4c9,Français,Silhouette,Lac,
108621,"Dam, Lac à la",108620,"Dorval, Petit lac",Lac,46.806944,-72.684999,31I15,35045,Saint-Roch-de-Mékinac,Municipalité de paroisse,1982-03-04,d1f7fd53bfac11d892e2080020a0f4c9,Anglais,Dam,Lac à la,
108628,"Snobye, Lac",108626,"Chnabail, Grand lac",Lac,46.851944,-72.595555,31I15,35050,Sainte-Thècle,Municipalité,1982-03-04,d74fa288bfac11d892e2080020a0f4c9,Anglais,Snobye,Lac,
108648,"Larouche, Lac",108649,"Champlain, Premier lac",Lac,46.873610,-72.648610,31I15,35050,Sainte-Thècle,Municipalité,1982-03-04,d82e1bbdbfac11d892e2080020a0f4c9,Français,Larouche,Lac,
108650,"Sainet, Lac",108651,"Canard, Lac du",Lac,46.885833,-72.671110,31I15,35050,Sainte-Thècle,Municipalité,1982-03-04,d8356ebebfac11d892e2080020a0f4c9,Français,Sainet,Lac,
108785,"Iyiyuskan, Rapides",,,Rapides,52.064722,-75.683054,33B04,99060,Eeyou Istchee Baie-James,Gouvernement régional,2024-06-06,fa12dd3abfac11d892e2080020a0f4c9,Cri,Iyiyuskan,Rapides,NA
108790,"Deslandes",108789,"Sacré-Cœur-Deslandes",Lieu-dit,49.071666,-66.293610,22G01,04037,Sainte-Anne-des-Monts,Ville,1981-11-05,fa2b955ebfac11d892e2080020a0f4c9,Français,Deslandes,,
108792,"Plaqué Castor, Le",108791,"Castor, Le",Fosse à saumon,49.012222,-66.460833,22G01,04902,Mont-Albert,Territoire non organisé,1981-11-05,fa324c1fbfac11d892e2080020a0f4c9,Français,Plaqué Castor,Le,
108794,"Castor, Le",108793,"Petit Castor, Le",Fosse à saumon,49.013055,-66.464444,22G01,04902,Mont-Albert,Territoire non organisé,1981-11-05,fa383f90bfac11d892e2080020a0f4c9,Français,Castor,Le,
108826,"Carlot, Anse à",108825,"Quinze Collets, Anse des",Anse,49.168332,-66.371943,22G01,04037,Sainte-Anne-des-Monts,Ville,1981-11-05,fb02e2afbfac11d892e2080020a0f4c9,Français,Carlot,Anse à,
108855,"La Marne, Lac",108854,"Marne, Lac de la",Lac,49.047499,-66.443610,22G01,04902,Mont-Albert,Territoire non organisé,1981-11-05,fbb4316abfac11d892e2080020a0f4c9,Français,La Marne,Lac,
108857,"Antoine, Ruisseau",108856,"Patates, Ruisseau à",Ruisseau,49.012933,-66.465230,22G01,04037,Sainte-Anne-des-Monts,Ville,1981-11-05,fbbb364bbfac11d892e2080020a0f4c9,Français,Antoine,Ruisseau,
108877,"Reci, Lac",,,Partie de réservoir,53.574999,-77.474443,33F11,99060,Eeyou Istchee Baie-James,Gouvernement régional,2001-06-05,484fb184184746f9894e595feaf29f16,Cri,Reci,Lac,
109000,"Anik Shemitapit, Rocher",,,Rocher,51.649721,-66.935833,22O10,97904,Lac-Walker,Territoire non organisé,2024-06-06,2b359a31bfad11d892e2080020a0f4c9,Innu,Anik Shemitapit,Rocher,NA
109003,"Kamishtanatuapeiat, Baie",,,Baie,51.623054,-66.910277,22O10,97904,Lac-Walker,Territoire non organisé,2024-06-06,2b568fb4bfad11d892e2080020a0f4c9,Innu,Kamishtanatuapeiat,Baie,NA
109006,"Kaupatshusht, Rapides",,,Rapides,51.469999,-66.984166,22O07,97904,Lac-Walker,Territoire non organisé,2024-06-06,2b70f587bfad11d892e2080020a0f4c9,Innu,Kaupatshusht,Rapides,NA
109009,"Kaaitukameshtesht",,,Lieu-dit,51.433333,-66.977221,22O07,97904,Lac-Walker,Territoire non organisé,2024-06-06,2ba0b81abfad11d892e2080020a0f4c9,Innu,Kaaitukameshtesht,,NA
109015,"Uashatuess",,,Lieu-dit,51.038888,-66.934721,22O02,97904,Lac-Walker,Territoire non organisé,2024-06-06,2be58950bfad11d892e2080020a0f4c9,Innu,Uashatuess,,NA
109016,"Pashtapassinikaniss, Portage",,,Portage,51.084166,-66.904722,22O02,97904,Lac-Walker,Territoire non organisé,2024-06-06,2bf0d3f1bfad11d892e2080020a0f4c9,Innu,Pashtapassinikaniss,Portage,NA
109017,"Nutapushuanan",,,Lieu-dit,51.172777,-66.977777,22O02,97904,Lac-Walker,Territoire non organisé,2024-06-06,2bfb5b42bfad11d892e2080020a0f4c9,Innu,Nutapushuanan,,NA
109018,"Nitatshun Nutapushuanan",,,Lieu-dit,51.132499,-66.990833,22O02,97904,Lac-Walker,Territoire non organisé,2024-06-06,2c03bfb3bfad11d892e2080020a0f4c9,Innu,Nitatshun Nutapushuanan,,NA
109020,"Kaupishekasht, Rapides",,,Rapides,51.103888,-66.933610,22O02,97904,Lac-Walker,Territoire non organisé,2024-06-06,2c1572f5bfad11d892e2080020a0f4c9,Innu,Kaupishekasht,Rapides,NA
109021,"Kanuekaput Ushkui",,,Lieu-dit,51.215555,-66.960000,22O02,97904,Lac-Walker,Territoire non organisé,2024-06-06,2c21cf06bfad11d892e2080020a0f4c9,Innu,Kanuekaput Ushkui,,NA
109022,"Kakashkanamassetshun, Rapides",,,Rapides,51.057500,-66.914166,22O02,97904,Lac-Walker,Territoire non organisé,2024-06-06,2c2aa8a7bfad11d892e2080020a0f4c9,Innu,Kakashkanamassetshun,Rapides,NA
109023,"Kaishtet, Rochers",,,Rochers,51.141944,-66.988888,22O02,97904,Lac-Walker,Territoire non organisé,2024-06-06,2c33a958bfad11d892e2080020a0f4c9,Innu,Kaishtet,Rochers,NA
109024,"Kainupekutisht, Île",,,Île,51.228332,-66.949444,22O02,97904,Lac-Walker,Territoire non organisé,2024-06-06,2c3b4a79bfad11d892e2080020a0f4c9,Innu,Kainupekutisht,Île,NA
109026,"Sainte-Anne-de-Beaupré-Ouest",109025,"Sainte-Anne-Ouest",Hameau,46.999771,-70.984308,21M02,21030,Sainte-Anne-de-Beaupré,Ville,1982-02-04,2c481bbabfad11d892e2080020a0f4c9,Français,Sainte-Anne-de-Beaupré-Ouest,,
109030,"Sainte-Anne du Nord, Rivière",109029,"Sainte-Anne, Rivière",Rivière,47.038727,-70.884121,21M02,21025,Beaupré,Ville,1982-02-04,2c631dccbfad11d892e2080020a0f4c9,Français,Sainte-Anne du Nord,Rivière,NA
109032,"Roche-Maranda",109031,"Maranda, Roche",Lieu-dit,46.856886,-71.092780,21L14,20020,Saint-Laurent-de-l'Île-d'Orléans,Municipalité,1982-02-04,2c71c3cdbfad11d892e2080020a0f4c9,Français,Roche-Maranda,,
109033,"East, Pointe chez",109034,"Croix, Pointe de la",Pointe,47.023324,-70.836260,21M02,20005,Saint-François-de-l'Île-d'Orléans,Municipalité,2003-02-27,2c793ddebfad11d892e2080020a0f4c9,Anglais,East,Pointe chez,
109036,"Prairies, Ruisseau des",,,Ruisseau,47.089999,-70.961111,21M02,21030,Sainte-Anne-de-Beaupré,Ville,1996-12-13,2a2f094a78d548e2824d5df03bb9f2f7,Français,Prairies,Ruisseau des,
312345,"Chantal, Lac",109096,"Natcowe, Petit lac",Lac,47.237830,-74.164097,31O01,62906,Baie-de-la-Bouteille,Territoire non organisé,1996-01-29,2e4cc485bfad11d892e2080020a0f4c9,Français,Chantal,Lac,
312326,"Steph, Lac",109097,"Kaockickiwakamacik, Lac",Lac,47.223257,-74.220610,31O01,62906,Baie-de-la-Bouteille,Territoire non organisé,1996-01-29,2e53f076bfad11d892e2080020a0f4c9,Français,Steph,Lac,
312340,"Lise, Lac",109098,"Kamitcackokamacik, Lac",Lac,47.227316,-74.124549,31O01,62906,Baie-de-la-Bouteille,Territoire non organisé,1996-01-29,2e607397bfad11d892e2080020a0f4c9,Français,Lise,Lac,
312328,"Patri, Lac",109099,"Kamickekwakamacik, Lac",Lac,47.247808,-74.226904,31O01,62920,Baie-Atibenne,Territoire non organisé,1996-01-29,2e72ea28bfad11d892e2080020a0f4c9,Français,Patri,Lac,
109153,"Dawson, Ruisseau",109152,"Stewart, Ruisseau",Ruisseau,48.160555,-66.634721,22B02,06030,Pointe-à-la-Croix,Municipalité,1982-03-04,3017c0a0bfad11d892e2080020a0f4c9,Anglais,Dawson,Ruisseau,
109155,"Loup, Rivière du",109154,"Loup, Petite rivière du",Ruisseau,48.237583,-66.745735,22B02,06902,Rivière-Nouvelle,Territoire non organisé,1982-03-04,301ddb21bfad11d892e2080020a0f4c9,Français,Loup,Rivière du,
109157,"Saint-Étienne-de-Restigouche",109156,"Saint-Étienne-de-Ristigouche",Lieu-dit,48.076110,-66.864722,22B02,06030,Pointe-à-la-Croix,Municipalité,1982-03-04,3025ca62bfad11d892e2080020a0f4c9,Français,Saint-Étienne-de-Restigouche,,
109173,"Flatland, Ruisseau",109172,"Moffet, Ruisseau",Ruisseau,48.001944,-66.854166,22B02,06035,Ristigouche-Sud-Est,Municipalité,1982-03-04,30929601bfad11d892e2080020a0f4c9,Anglais,Flatland,Ruisseau,
109197,"Bruck, District électoral de",,,District électoral,45.200000,-72.750000,31H02,46080,Cowansville,Ville,2008-11-06,4e105478bfad11d892e2080020a0f4c9,Autre,Bruck,District électoral de,
109207,"Terrien, Lac",109206,"Therrien, Lac",Lac,47.031893,-70.109383,21M01,17035,Tourville,Municipalité,1982-02-04,4e4cc141bfad11d892e2080020a0f4c9,Français,Terrien,Lac,
109209,"Davey, Lac",109208,"Nord-Est, Lac du",Lac,47.411541,-70.826046,21M07,16013,Baie-Saint-Paul,Ville,1982-03-04,4e539f12bfad11d892e2080020a0f4c9,Anglais,Davey,Lac,
109210,"Grosse, Lac la",109211,"Mestashibo, Lac",Lac,47.429349,-70.844621,21M07,16013,Baie-Saint-Paul,Ville,1982-03-04,4e5aa3f3bfad11d892e2080020a0f4c9,Français,Grosse,Lac la,
109214,"Piché, Lac",109213,"Falaise, Lac de la",Lac,46.566388,-72.806666,31I10,51085,Saint-Boniface,Municipalité,1982-03-04,4e677535bfad11d892e2080020a0f4c9,Français,Piché,Lac,
109218,"Clendenning, Lac",109219,"Brûlé, Lac",Lac,46.592777,-73.106944,31I11,51065,Saint-Alexis-des-Monts,Municipalité de paroisse,1982-03-04,4e7b4b58bfad11d892e2080020a0f4c9,Anglais,Clendenning,Lac,
109222,"Couveuse, Lac à la",109223,"Coureuse, Lac à la",Lac,46.593055,-73.058055,31I11,51065,Saint-Alexis-des-Monts,Municipalité de paroisse,1982-03-04,4e8fe4cbbfad11d892e2080020a0f4c9,Français,Couveuse,Lac à la,
109256,"Lescan, Lac à",109255,"Olscamp, Lac",Lac,46.673610,-72.715555,31I10,36033,Shawinigan,Ville,1982-03-04,4f5f69eabfad11d892e2080020a0f4c9,Anglais,Lescan,Lac à,
109259,"Marchand, Lac",109258,"Montclair, Lac",Lac,46.599721,-72.834444,31I10,36033,Shawinigan,Ville,1982-03-04,4f6f968cbfad11d892e2080020a0f4c9,Français,Marchand,Lac,
